nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0191809	Alastair G. Cumming	\N	\N	actor	tt0120879,tt11777670,tt11777888,tt10247678
nm0192218	Mary Joan Cunning	\N	\N	producer	tt0236461
nm0192591	Tonino Curagi	\N	\N	director,writer	tt5445044,tt2158830,tt0134622,tt2234076
nm0192951	Clive Currie	1877	1935	actor	tt0024248,tt0176620,tt0009714,tt0022229
nm0192963	Gordon Currie	1965	\N	actor,director,producer	tt0337668,tt0190524,tt0100212,tt0097388
nm0194871	Joseph D'Agosta	\N	\N	casting_director,casting_department,actor	tt0060028,tt6290676,tt0087985,tt0091778
nm0194873	Michael D'Agosta	\N	\N	actor	tt0108154,tt0083447,tt0087985,tt0100550
nm0194918	Simone d'A-Lal	1910	1998	actress	tt0143977,tt3514564,tt0171593,tt0020131
nm0195356	Luciano D'Antoni	1934	\N	actor	tt0254097,tt0195153,tt0159319
nm0195830	Luigi Erminio D'Olivo	1900	1973	actor	tt0161380,tt0024056,tt0033339,tt0023736
nm0195905	Sergio D'Osmo	\N	\N	production_designer,costume_designer	tt0159319,tt0843401,tt0074145
nm0195962	Heron D'Ávila	1925	\N	assistant_director,producer,production_manager	tt0261107,tt0191315,tt0189476,tt0437524
nm0196244	Gilda Midani	\N	\N		tt0136758
nm0196490	Peter Dach	\N	\N	actor	tt0100665,tt6133700,tt0144642,tt0291001
nm0198257	Darren Dalton	1965	\N	actor,writer,producer	tt0087985,tt3171196,tt0086066,tt1410205
nm0204017	Vanessa Davies	\N	\N	miscellaneous,writer,producer	tt1201607,tt0417741,tt6542108,tt2488496
nm0204540	Eddie Davis	1895	1987	actor,writer	tt0026353,tt0029830,tt0140570,tt0024608
nm0206314	Karen Day	\N	\N	miscellaneous	tt0095687,tt0093886,tt0087985,tt0116483
nm0206347	Bill Day	\N	\N	producer,director,writer	tt0416200,tt7875900,tt0451127,tt0108046
nm0206817	Daúde	1961	\N	actress,soundtrack	tt0138236,tt0136758,tt4857496,tt1111857
nm0206830	Fernanda de Abreu	\N	\N	actress,costume_department	tt2231994,tt0136758,tt0112710
nm0207565	Fernando De Bran	1964	\N	production_manager,location_management,miscellaneous	tt2320968,tt0806910,tt0076824,tt1416336
nm0210878	Javier de Paul	\N	\N	actor	tt0451508,tt0212223,tt0137502
nm0212422	Dora De Winton	1869	1944	actress	tt0190493,tt0008686,tt0239834,tt0011886
nm0212795	Ivan Dean	\N	\N	actor	tt0379583,tt4378688,tt0097129,tt0101226
nm0212839	Kevin Dean-Hackett	\N	\N	actor,assistant_director,miscellaneous	tt0457311,tt0103811,tt0383241,tt0976238
nm0213132	Will Dearborn	\N	\N	camera_department,cinematographer,producer	tt1270797,tt0365737,tt0187078,tt0307479
nm0213490	Joe Debono	\N	\N	sound_department	tt0087258,tt0076255
nm0215005	Julia Dehoff	\N	\N	art_department,art_director,production_designer	tt3748528,tt2488496,tt1211837,tt1201607
nm0216740	Jack DeLeon	\N	\N	writer	tt0027831,tt0144212,tt0128310,tt0213848
nm0217132	Angelo Delia	\N	\N	art_department	tt0087258,tt0112760,tt0291502
nm0219727	Denny Densmore	\N	\N	production_manager,sound_department,miscellaneous	tt1608285,tt0100251,tt0317510,tt1759734
nm0219850	Matthew Denton	\N	\N	special_effects,miscellaneous,art_director	tt3778644,tt2488496,tt0120738,tt3748528
nm0220695	Charles Dervis	\N	\N	actor	tt0019316
nm0221148	Jean-Pierre Desfosse	\N	\N	editor,actor,cinematographer	tt0290137,tt0295916,tt0193715,tt0252330
nm0224472	Tassos Diakomanolis	\N	\N	set_decorator,costume_designer,art_department	tt0091789,tt0098983,tt0255959,tt0236152
nm0224828	Guilherme Dias Gomes	\N	\N	composer,soundtrack,music_department	tt0136758,tt1989164,tt0177046,tt0201812
nm0225938	Isabel Diegues	1970	\N	writer,producer,director	tt0436573,tt0317887,tt0306198,tt0136758
nm0227697	Ana Valeria Dini	1973	\N	actress	tt0218803,tt0262156,tt0398883,tt0115899
nm0228330	Laura Dishington	\N	\N	art_department	tt1856101,tt2488496,tt3748528,tt0988045
nm0228370	Antoine Disle	\N	\N	producer,miscellaneous,director	tt7973020,tt5136686,tt6177152,tt6896956
nm0228762	Ben Dixon	\N	\N	assistant_director,production_manager,producer	tt0381061,tt1074638,tt2488496,tt1877830
nm0229028	Nenad Dizdarevic	1955	\N	director,writer,producer	tt0082441,tt0212534,tt0110430,tt0180750
nm0230065	Catherine Dodd	\N	\N	script_department,assistant_director,casting_department	tt0273758,tt0066318,tt0247767,tt0064106
nm0230125	Wilfrid Dodd	\N	\N	producer,production_manager	tt0176685,tt0098221,tt0196345,tt0273758
nm0230225	Sam Dodge	\N	\N	camera_department,actor	tt0087985,tt0095803,tt0081674,tt0084318
nm0230301	Mark Dodson	1960	\N	actor,miscellaneous	tt0087363,tt2488496,tt0086190,tt0088993
nm0230931	Bohumila Dolejsová	1942	2020	actress	tt0091976,tt0170118,tt0150550,tt0095808
nm0231200	Joze Dolmark	\N	\N	writer,actor,script_department	tt0105233,tt0187147,tt0123896,tt0102972
nm0233036	Michael Donovan	1953	\N	actor,miscellaneous,casting_director	tt2488496,tt3468260,tt0108903,tt3748528
nm0233796	Peter Dorme	\N	\N	art_department,art_director,visual_effects	tt2015381,tt0381061,tt2488496,tt1201607
nm0234283	Paulette Laurent	1922	2016	actress	tt0038824,tt0159088,tt0049448,tt0189178
nm0235160	Lloyd C. Douglas	1877	1951	writer	tt0028958,tt0046899,tt0030973,tt0031234
nm0235261	Terri Douglas	\N	\N	casting_department,actress,miscellaneous	tt2488496,tt8111088,tt1979376,tt2294629
nm0237337	Laure Dréau	\N	\N	production_manager	tt0170511,tt0325958,tt0118854
nm0237544	Julie Starr Dresner	\N	\N	costume_department,costume_designer	tt0086859,tt0087985,tt0088763,tt0090583
nm0238563	Jack Drummond	\N	\N	actor	tt0076263
nm0239033	Doris Duane	\N	\N	actress	tt0037361,tt0015314
nm0239117	Marcelo 'Guru' Duarte	1968	\N	cinematographer,camera_department	tt0113760,tt0819739,tt0446493,tt0136758
nm0239141	Rogério Duarte	1939	2016	actor,art_department,art_director	tt0196693,tt0068333,tt0080910,tt0180637
nm0241142	Apollo Dukakis	1937	\N	actor	tt0103670,tt0107362,tt0144637,tt0086734
nm0241172	Chuck Duke	\N	\N	animation_department,visual_effects,actor	tt4881806,tt2488496,tt0369610,tt1815862
nm0241741	Erik Dumsch	\N	\N	music_department,sound_department	tt0305102,tt0118678,tt0100912,tt0780523
nm0243034	Bruno Dunst	1919	1999	actor	tt0126421,tt0117135,tt0103884,tt0098269
nm0244562	Rosalba Durán	\N	\N	actress	tt0034475
nm0244694	Yanick Dusseault	\N	\N	visual_effects,special_effects,art_department	tt0325980,tt0120889,tt2488496,tt3748528
nm0245144	Susan Duvall	\N	\N	actress	tt0120841,tt0365737,tt0111127,tt0110442
nm0246759	Ángela Díaz	\N	\N	actress	tt0137502
nm0246858	Stephanie Dölker	\N	\N	miscellaneous	tt0380389,tt0468569,tt0372183,tt0365737
nm0247742	Vanessa Easton	\N	\N	actress	tt0100528
nm0248409	Enrique Echevarría	\N	\N	actor	tt0413622,tt0053710,tt0137502,tt0061977
nm0248654	Carmen Eckhardt	\N	\N	actress,director,writer	tt0095308,tt13150022,tt0111183,tt13150622
nm0249478	Ann Edmonds	1919	1988	actress	tt0033966,tt7804304,tt0033711
nm0249615	Buddy L. Edmunson	\N	\N	stunts	tt0087985
nm0250601	Halil Efrat	1968	\N	editor,director,writer	tt3249714,tt5706568,tt4182368,tt1046984
nm0251750	Johnny Eilers	\N	\N	sound_department	tt0027970,tt0028218,tt0140570,tt0028150
nm0252548	Karin Ekström	1939	\N	actress,casting_department	tt0080687,tt0083888,tt0342636,tt0086069
nm0253074	Lori Ann Elder	\N	\N	art_department	tt0099772,tt0100528
nm0255134	Vicki Ellis	\N	\N	miscellaneous,producer,production_manager	tt0099850,tt0100528,tt0097388,tt0118163
nm0255327	Tony Ellul	\N	\N	actor	tt0087258
nm0257100	Joseph Engel	\N	\N	actor	tt11448830,tt13846352,tt2041381,tt8075202
nm0257988	Barbara Enrichi	1961	\N	actress,miscellaneous	tt0115899,tt2290918,tt0113623,tt0099118
nm0258350	Margo Epper	1936	\N	actress,stunts,miscellaneous	tt0068853,tt0055662
nm0259658	Leif Ernhagen	1926	\N	actor	tt0068025,tt0093311,tt0083888,tt0052261
nm0261554	Justine Estee	\N	\N	miscellaneous,producer,production_manager	tt0093775,tt0096080,tt0100528,tt0096586
nm0261627	Andrea Esterhazy	1913	1984	actor	tt0051891,tt0071385,tt0053891,tt0074991
nm0261850	Natalia Estrada	1972	\N	actress,soundtrack	tt0930085,tt0115899,tt0170082,tt0103711
nm0262311	Joaquim 'Babá' Eufrasino	\N	\N	camera_department	tt0136758
nm0262598	Bryan Evans	\N	\N	director,actor,cinematographer	tt0972552,tt0179036,tt0819617
nm0262623	Charles Evans	1885	1974	actor	tt0046899,tt0439772,tt0060272,tt0048421
nm0263465	Greg Everage	\N	\N	producer	tt0434365,tt0471397,tt0471324,tt0100528
nm0263472	R.C. Everbeck	1969	\N	actor,producer,casting_director	tt0201479,tt3322516,tt0100405,tt0105435
nm0264559	Janet Fabian	\N	\N	actress	tt0236461
nm0264641	Kazimierz Fabisiak	1903	1971	actor	tt0057308,tt0050979,tt0055153,tt0050855
nm0265052	Jeff Fagen	\N	\N	producer	tt0119330,tt0486531
nm0265428	Shayne Fair	\N	\N	composer,producer	tt3362142,tt0144637
nm0267350	Celso Faria	1932	2014	actor	tt0056020,tt0077800,tt0273507,tt0200839
nm0267952	Aldo Faroni	\N	\N	miscellaneous	tt0182762,tt0091632,tt0085181,tt0183708
nm0268549	Jan Karl Farrugia	\N	\N	actor	tt0087258
nm0268565	Esther Farré	\N	\N	actress	tt0075110,tt0078230,tt0076969,tt0077301
nm0268777	Gerty Fast	\N	\N	art_department	tt0100528
nm0269398	Annette Favery	\N	\N	actress	tt0095308
nm0269699	Karen Fayerty	\N	\N	miscellaneous	tt3778644,tt1617661,tt2488496,tt3748528
nm0270876	Aleksandr Feklistov	1955	\N	actor,director,writer	tt0465819,tt4054022,tt0090086,tt0261450
nm0274263	Rita DaSilva	\N	\N	editorial_department,editor,director	tt1659337,tt0280882,tt1408101,tt2488496
nm0274652	Gianni Ferreri	1960	\N	actor	tt1334431,tt0115899,tt0263274,tt0242492
nm0278831	Axel Fischer	\N	\N	camera_department,cinematographer,art_department	tt3771536,tt2041381,tt2033947
nm0279499	Freddie Fisher	1904	1967	soundtrack,actor	tt0036967,tt0037261,tt0037361,tt0041621
nm0279510	George Fisher	1937	\N	stunts,actor,miscellaneous	tt0096256,tt0087985,tt0087262,tt1037705
nm0279784	Shelley Fisher	\N	\N	actor,soundtrack,composer	tt0066881,tt1600573,tt0993780,tt0116752
nm0279819	Tom Fisher	\N	\N	special_effects	tt0082642,tt0075235,tt0087985,tt0087464
nm0280176	Aubrey Fitzgerald	1874	1968	actor	tt0024260,tt0015508,tt0027037,tt0022229
nm0280188	Brian Fitzgerald	\N	\N	miscellaneous	tt0091027,tt0093160,tt0100528
nm0280813	Angelika Flacke	\N	\N	composer	tt0126421
nm0281448	Kate Fleetwood	1972	\N	actress,soundtrack	tt2488496,tt2431286,tt1707386,tt0926084
nm0281487	Dave Fleischer	1894	1979	director,animation_department,producer	tt0037361,tt0031397,tt0033727,tt0036035
nm0281711	Jonathan Fleming	\N	\N	actor	tt2114465,tt1361305,tt1254655,tt2770614
nm0282604	Celia Flor	\N	2019	actress	tt0359438,tt0791440,tt2230388,tt0372955
nm0282701	Napoleon Florent	1874	1959	actor	tt0030518,tt0038736
nm0283294	Roxanna Floyd	1960	2010	make_up_department	tt0118884,tt0408985,tt0227445,tt0427327
nm0283751	Ileana Focsa	\N	\N	actress	tt0130022,tt0139680,tt0130023
nm0284366	Turid Follvik	\N	\N	make_up_department,actress	tt1595656,tt0408985,tt1259014,tt0482088
nm0284799	Edith Fontaine	\N	\N	actress	tt0065265,tt0140822,tt0068376,tt0056559
nm0286706	Stephen Forrest-Smith	\N	\N	art_department	tt0451279,tt0206634,tt2488496,tt1201607
nm0287225	Lorena Forteza	1976	\N	actress	tt0115899,tt0122484,tt0183127,tt0816586
nm0288454	Giorgos Fourniadis	\N	\N	actor	tt0255959,tt0255297,tt0180045,tt0196762
nm0289557	Maria Elisa Fraga	\N	\N	actress	tt0136758
nm0290487	Anthony Franco	1954	\N	actor	tt1820656,tt0096579,tt0486649,tt0138388
nm0291294	Scott Frankfurt	\N	\N	music_department,composer,sound_department	tt0312851,tt2258345,tt10925802,tt6232592
nm0291668	L. Franks	\N	\N	actor	tt0039897
nm0291921	Daniel França	\N	\N	assistant_director,miscellaneous	tt2322475,tt0136758
nm0292894	Lothar Knud Frederik	1886	1957	writer	tt0296292,tt0133160,tt0444703,tt0014170
nm0294228	Vanessa French	\N	\N	actress,producer,production_manager	tt6349530,tt5663390,tt4111430,tt5233106
nm0294597	Larry Frey	\N	\N	art_department	tt0100528
nm0295103	Judah Friedlander	1969	\N	actor,director,writer	tt0305206,tt0426459,tt2488496,tt0496424
nm0295144	Anna Friedman	\N	\N	actress	tt0083079,tt0090262
nm0296220	Louise Frogley	1947	\N	costume_designer,costume_department	tt0365737,tt0496806,tt0433383,tt0181865
nm0296342	Liza Fromer	1970	\N	actress	tt1306539,tt0337668,tt0157000,tt2835562
nm0298225	Ella Fuller	\N	\N	make_up_department	tt0039897
nm0298812	Joseph Fuqua	1962	\N	actor	tt0107007,tt0132914,tt0279111,tt0115320
nm0298888	Dann Furia	\N	\N	actor	tt0247882,tt0159378,tt0212774
nm0298895	Nicole Furia	\N	\N	miscellaneous,producer	tt0434409,tt2488496,tt1735898,tt6806448
nm0299432	Paulo Futura	\N	\N	composer,actor	tt0206258,tt1808657,tt0136758
nm0300004	Fernando Gabeira	1941	\N	director,writer	tt0335703,tt0136758,tt6577164,tt0119815
nm0300866	Stephen Gaghan	1965	\N	writer,miscellaneous,director	tt0181865,tt0365737,tt6673612,tt1800302
nm0301162	Nelly Gaierová	1908	1995	actress	tt0170118,tt0170657,tt0175395,tt7534192
nm0301931	Albert Galea	1940	\N	location_management,miscellaneous,production_manager	tt0094750,tt0172495,tt0091437,tt0087258
nm0301942	Lina Galea-Cumbo	\N	\N	actress,make_up_department	tt0087258,tt0094750
nm0302886	Franco Galliano	\N	\N	producer,production_manager,miscellaneous	tt0115931,tt0049916,tt0166151,tt0054940
nm0303484	Ana Galván	\N	\N	actress	tt0077301,tt0080608,tt14915496
nm0303726	Rachel Gambin	\N	\N	actress	tt0087258
nm0303773	Cynthia Gamble	1953	2006	producer,editor	tt8394734,tt0465472,tt0111036
nm0304111	George Ganchev	1939	2019	actor	tt0081871,tt0087985,tt0395116
nm0304184	Franca Gandolfi	1932	\N	actress	tt0044143,tt0046880,tt0051784,tt0045715
nm0305417	Rosana Garcia	1964	\N	miscellaneous,actress	tt0204085,tt0149528,tt0205622,tt0136758
nm0305617	Fernando García de la Vega	1931	\N	director,writer,producer	tt0137502,tt0458536,tt0067050,tt0450530
nm0306065	Eduardo García	\N	\N	miscellaneous,stunts	tt0097909,tt0096764,tt2719830,tt2443822
nm0306150	Helga García	\N	\N	casting_director,miscellaneous	tt0135838,tt0240470
nm0306433	Rafael García	\N	\N	actor	tt0069229,tt0386936,tt0137502
nm0306583	Andrea Gard	\N	\N	sound_department,producer	tt1791528,tt0129167,tt1663202,tt2488496
nm0308245	Eddie Garrick	\N	\N	producer,director	tt0087662,tt0207280,tt0085687,tt0285335
nm0308522	Mirco Garrone	\N	\N	editor,editorial_department,writer	tt0846040,tt2762122,tt1509636,tt0115899
nm0308876	Jason Gary	\N	\N	camera_department,director,cinematographer	tt2488496,tt1293847,tt6412452,tt8629748
nm0309222	Jivan Gasparyan	1928	2021	music_department,composer,soundtrack	tt0365737,tt0133952,tt0450259,tt0165982
nm0309741	Joe Gatt	\N	\N	actor	tt0087258
nm0310189	Sidney Gausden	\N	\N	art_director,art_department	tt0033689,tt0034813,tt0038159,tt0212327
nm0311074	Andrzej Gazdeczka	1932	1995	actor	tt0062275,tt0073493,tt0066752,tt0062528
nm0311787	Terrence Gehr	\N	\N	actor,camera_department	tt0081583,tt0159378,tt0105288,tt0085380
nm0311828	Tom Gehrke	\N	\N	miscellaneous,actor	tt0089880,tt0087985
nm0312353	Maria Gella	1890	1970	actress	tt0062528,tt0051809,tt0042405,tt0049887
nm0312719	Arthur Gene	\N	\N	producer	tt0112808
nm0312848	Ursula Genhorn	\N	\N	actress	tt0074786,tt0065202,tt0230742,tt0174743
nm0313091	Rick Gentile	\N	\N	producer,writer	tt0382342,tt7242544,tt0350050,tt1591616
nm0313430	Gene George	\N	\N	producer,miscellaneous,actor	tt0361255,tt0087258,tt2324744,tt0158409
nm0313516	Louis George	\N	\N	producer,actor,editor	tt0085935,tt0087258,tt0078778,tt0086186
nm0313704	Georget	\N	\N	actress	tt0171593
nm0318521	Darren Gilford	\N	\N	production_designer,art_department	tt2488496,tt4649466,tt1483013,tt1104001
nm0318875	Guy Gilles	1938	1996	director,writer,cinematographer	tt0290137,tt0198280,tt0252330,tt0295916
nm0319101	Dawn Gilliam	\N	\N	script_department,actress,miscellaneous	tt2527338,tt2488496,tt1825683,tt0101507
nm0321664	Maria Gladys	1939	\N	actress	tt2200908,tt0193126,tt0145532,tt1316556
nm0324434	Irma Goerlich	\N	\N	actress	tt0095308
nm0325379	Dudi Goldemberg	\N	\N	actor,soundtrack	tt1810574,tt0136758
nm0326359	Henry L. Goldstone	\N	\N	producer	tt0023310,tt0023120,tt0022951,tt0023621
nm0327137	Stefan Gommermann	\N	\N	writer	tt0242203,tt0056817,tt0055376,tt0439091
nm0327840	Abdiel Gonzáles	\N	\N	actor	tt0218804,tt0116981,tt1378167,tt0240470
nm0328207	Humberto González	\N	\N	actor	tt0240470,tt0247953,tt0107582,tt0790709
nm0328367	María Luisa González	\N	\N	actress	tt0077301
nm0328992	Ernest Goodly	\N	\N	assistant_director,writer,editor	tt0383241,tt4693860,tt0107108,tt2925484
nm0330971	Esther Gorintin	1913	2010	actress	tt0417071,tt0202077,tt0464632,tt0330080
nm0332305	Harry E. Gould Jr.	\N	\N	producer	tt0100528
nm0334204	Mark Graham	\N	\N	music_department,miscellaneous,soundtrack	tt2278388,tt2488496,tt3778644,tt4154756
nm0334804	Giuliano Grande	\N	\N	actor	tt0115899,tt4552294,tt0113623,tt0119169
nm0335000	Pauli Granfelt	1921	2005	actor	tt8898534,tt0116752,tt1975930,tt0137957
nm0336085	Mari-Neu Grau	\N	\N	actress	tt0076785,tt0075218,tt0077301,tt0080021
nm0336365	Warren Graves	1933	2008	actor,writer	tt0228826,tt0225366,tt3682706
nm0336405	Stanislaw Gravisluk	\N	\N	actor	tt0178245,tt0235605,tt0189536,tt0273507
nm0337407	Lino Grech	1930	2013	actor,writer	tt0094750,tt12516226,tt0087258,tt0096583
nm0338507	Elizabeth Greenberg	1961	2007	casting_department,casting_director	tt0187393,tt0388795,tt0368891,tt0365737
nm0339657	Horst Wendlandt	1922	2002	producer,writer,production_manager	tt0054912,tt0095799,tt0067868,tt0055573
nm0339869	Kent Gregory	\N	\N	actor	tt0100148,tt0350050,tt0294786,tt5793282
nm0340220	Claude Grenier	\N	\N	producer,director,writer	tt0085511,tt0211720,tt0090262,tt0272820
nm0340618	Madeline Grey	1887	1950	actress	tt0037361,tt0020227
nm0341317	Michael L. Griffin	\N	\N	visual_effects,editorial_department	tt2488496,tt0399295,tt5013056,tt0330793
nm0341967	Neil Grigson	\N	\N	location_management,production_manager,producer	tt4123430,tt2382320,tt2488496,tt6320628
nm0343259	Ioan Grosan	\N	\N	actor,writer,producer	tt0111406,tt0120378,tt0103969,tt0138020
nm0344423	Rainer Gruenwald	\N	\N	production_manager	tt0056817,tt0056924,tt0058292,tt0138782
nm0344860	Maciej Grzywaczewski	1954	\N	producer	tt0210869,tt1904887,tt12736546,tt0441074
nm0345406	Saverio Guarna	\N	\N	cinematographer,actor,camera_department	tt10555976,tt0191916,tt0488032,tt0282875
nm0346046	Katia Guerra	\N	\N	miscellaneous	tt0136758
nm0346248	Richard Guerrero	\N	\N	art_department	tt0100528
nm0346741	Claudio Guidetti	\N	\N	composer,soundtrack,music_department	tt0115899,tt0309048,tt0122385,tt0181310
nm0347314	Tutu Guimarães	\N	\N	actress	tt0258066,tt0187855,tt0261055,tt0260816
nm0347720	Stere Gulea	1943	\N	director,writer,assistant_director	tt0137135,tt0138020,tt9203168,tt0181892
nm0348637	Abe Gurko	\N	\N	actor,producer,miscellaneous	tt0112907,tt14221492,tt2488496,tt3468046
nm0349404	Roger Gutierrez	\N	\N	actor	tt0093689,tt13421476,tt0099261,tt0867411
nm0349985	Alexandra Guzman	\N	\N	assistant_director,miscellaneous,producer	tt0100528,tt0105809,tt0109838,tt0103596
nm0352093	Paavo Haavikko	1931	2008	writer,soundtrack	tt2165525,tt0137895,tt0070403,tt0141595
nm0352268	Ralph Habib	1912	1969	director,writer,production_manager	tt0052249,tt0049448,tt0160795,tt0126308
nm0354066	Christopher Haifley	\N	\N	camera_department,director,cinematographer	tt2488496,tt0248974,tt2034800,tt0120657
nm0355260	Adalyn Hall	\N	\N	actress	tt0024916,tt0025150
nm0355370	Bridget Hall	1977	\N	actress	tt0170553,tt0822802,tt0458352,tt0802999
nm0355541	Edna Hall	1885	1945	actress	tt0134709,tt0492193,tt0440350,tt0130632
nm0357126	Pekka Halttunen	\N	\N	actor	tt0116752,tt0119769
nm0357385	Phyllis Hambledon	1891	1967	writer	tt0043860
nm0357951	Jill Hamilton	\N	\N	actress	tt0786917,tt1159581,tt1160719,tt0061976
nm0358832	Hakima Hammoudi	\N	\N	miscellaneous	tt0365737,tt0993842,tt4172430,tt6146586
nm0358992	Howard Hampton	\N	\N	stunts,actor	tt0047365,tt0046247,tt0046899,tt0052256
nm0359280	John Hanashiro	\N	\N	visual_effects,editorial_department,camera_department	tt0115571,tt1001526,tt3748528,tt2488496
nm0359755	Bonnie Haner	\N	\N	miscellaneous	tt1650062,tt2488496,tt1735898,tt0109254
nm0360328	Alexandra Hannan	\N	\N	assistant_director	tt0100528
nm0363676	Sheldon Harnick	1924	\N	soundtrack,music_department,composer	tt1226837,tt0126886,tt0408985,tt0067093
nm0365052	Mark Harris	\N	\N	production_designer,art_director,art_department	tt2527336,tt2488496,tt1074638,tt2015381
nm0366003	Kelley Harron	\N	\N	producer,actress	tt0144084,tt0164810,tt3209808,tt0288584
nm0366315	Hazel Hart	\N	\N	actress,miscellaneous	tt0012471,tt0177385,tt1200238,tt0401801
nm0368118	Mona Haskel	\N	\N	script_department,assistant_director,location_management	tt0058926,tt0088015,tt0083888,tt0089124
nm0368344	Mwanajuma Ali Hassan	\N	\N	actress	tt0236461
nm0370590	Yoshinobu Hayano	\N	\N	cinematographer,miscellaneous	tt5799948,tt2231040,tt0292004,tt0222194
nm0372540	Anthony Hearne	1911	1988	assistant_director	tt0043860,tt1686790,tt0045769,tt1315043
